Column1,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score
3945,de95cdb1-a85a-40de-8467-892e2d1481af,adore,44040.93889,video,education,positive,72
3946,de95cdb1-a85a-40de-8467-892e2d1481af,heart,44267.77778,video,education,positive,60
3947,de95cdb1-a85a-40de-8467-892e2d1481af,indifferent,44063.06875,video,education,neutral,20
3948,de95cdb1-a85a-40de-8467-892e2d1481af,peeking,44194.33264,video,education,neutral,35
3949,de95cdb1-a85a-40de-8467-892e2d1481af,intrigued,44197.12083,video,education,positive,45
3950,de95cdb1-a85a-40de-8467-892e2d1481af,interested,44226.60556,video,education,positive,30
3951,de95cdb1-a85a-40de-8467-892e2d1481af,worried,44064.20139,video,education,negative,12
3952,de95cdb1-a85a-40de-8467-892e2d1481af,cherish,44068.15278,video,education,positive,70
3953,de95cdb1-a85a-40de-8467-892e2d1481af,hate,44141.44028,video,education,negative,5
3954,de95cdb1-a85a-40de-8467-892e2d1481af,want,44280.64861,video,education,positive,70
3955,de95cdb1-a85a-40de-8467-892e2d1481af,peeking,44203.72639,video,education,neutral,35
3956,de95cdb1-a85a-40de-8467-892e2d1481af,want,44343.50278,video,education,positive,70
3957,de95cdb1-a85a-40de-8467-892e2d1481af,hate,44035.58056,video,education,negative,5
3958,de95cdb1-a85a-40de-8467-892e2d1481af,heart,44364.49444,video,education,positive,60
3959,de95cdb1-a85a-40de-8467-892e2d1481af,peeking,44074.98333,video,education,neutral,35
3960,de95cdb1-a85a-40de-8467-892e2d1481af,intrigued,44021.78056,video,education,positive,45
3961,de95cdb1-a85a-40de-8467-892e2d1481af,disgust,44221.52708,video,education,negative,0
3962,de95cdb1-a85a-40de-8467-892e2d1481af,want,44143.82778,video,education,positive,70
3963,de95cdb1-a85a-40de-8467-892e2d1481af,interested,44263.36042,video,education,positive,30
3964,de95cdb1-a85a-40de-8467-892e2d1481af,heart,44213.08889,video,education,positive,60
3965,de95cdb1-a85a-40de-8467-892e2d1481af,heart,44275.39306,video,education,positive,60
3966,de95cdb1-a85a-40de-8467-892e2d1481af,heart,44067.82222,video,education,positive,60
3968,e5f1a4c6-2b27-4c8b-ac9a-21bb6ef7c946,want,44239.49583,audio,soccer,positive,70
3970,6199f5ca-cc02-410d-a408-e034946de162,disgust,44295.02847,video,animals,negative,0
3971,6199f5ca-cc02-410d-a408-e034946de162,heart,44131.97431,video,animals,positive,60
3972,6199f5ca-cc02-410d-a408-e034946de162,like,44241.85903,video,animals,positive,50
3973,6199f5ca-cc02-410d-a408-e034946de162,interested,44065.14792,video,animals,positive,30
3974,6199f5ca-cc02-410d-a408-e034946de162,want,44292.38125,video,animals,positive,70
3975,6199f5ca-cc02-410d-a408-e034946de162,love,44122.05625,video,animals,positive,65
3976,6199f5ca-cc02-410d-a408-e034946de162,interested,44052.60139,video,animals,positive,30
3977,6199f5ca-cc02-410d-a408-e034946de162,like,44259.00764,video,animals,positive,50
3978,6199f5ca-cc02-410d-a408-e034946de162,indifferent,44356.13264,video,animals,neutral,20
3979,6199f5ca-cc02-410d-a408-e034946de162,like,44261.78194,video,animals,positive,50
3980,6199f5ca-cc02-410d-a408-e034946de162,disgust,44152.29167,video,animals,negative,0
3981,6199f5ca-cc02-410d-a408-e034946de162,dislike,44187.08333,video,animals,negative,10
3982,6199f5ca-cc02-410d-a408-e034946de162,worried,44208.43542,video,animals,negative,12
3983,6199f5ca-cc02-410d-a408-e034946de162,cherish,44321.82847,video,animals,positive,70
3984,6199f5ca-cc02-410d-a408-e034946de162,dislike,44075.30347,video,animals,negative,10
3985,6199f5ca-cc02-410d-a408-e034946de162,interested,44221.19792,video,animals,positive,30
3986,6199f5ca-cc02-410d-a408-e034946de162,want,44012.70347,video,animals,positive,70
3987,6199f5ca-cc02-410d-a408-e034946de162,adore,44175.71944,video,animals,positive,72
3988,6199f5ca-cc02-410d-a408-e034946de162,disgust,44047.97431,video,animals,negative,0
3989,6199f5ca-cc02-410d-a408-e034946de162,disgust,44034.32639,video,animals,negative,0
3990,6199f5ca-cc02-410d-a408-e034946de162,dislike,44036.32014,video,animals,negative,10
3991,6199f5ca-cc02-410d-a408-e034946de162,scared,44028.62778,video,animals,negative,15
3992,6199f5ca-cc02-410d-a408-e034946de162,hate,44242.74236,video,animals,negative,5
3994,8490c29c-177f-4c21-9d37-d509f9287f30,indifferent,44089.525,GIF,tennis,neutral,20
3995,8490c29c-177f-4c21-9d37-d509f9287f30,disgust,44342.32431,GIF,tennis,negative,0
3996,8490c29c-177f-4c21-9d37-d509f9287f30,hate,44167.70625,GIF,tennis,negative,5
3997,8490c29c-177f-4c21-9d37-d509f9287f30,love,44218.09028,GIF,tennis,positive,65
3998,8490c29c-177f-4c21-9d37-d509f9287f30,hate,44135.72083,GIF,tennis,negative,5
3999,8490c29c-177f-4c21-9d37-d509f9287f30,indifferent,44040.47292,GIF,tennis,neutral,20
4000,8490c29c-177f-4c21-9d37-d509f9287f30,hate,44174.83889,GIF,tennis,negative,5
4001,8490c29c-177f-4c21-9d37-d509f9287f30,worried,44169.17361,GIF,tennis,negative,12
4002,8490c29c-177f-4c21-9d37-d509f9287f30,peeking,44018.72292,GIF,tennis,neutral,35
4003,8490c29c-177f-4c21-9d37-d509f9287f30,interested,44150.84722,GIF,tennis,positive,30
4004,8490c29c-177f-4c21-9d37-d509f9287f30,like,44056.20486,GIF,tennis,positive,50
4005,8490c29c-177f-4c21-9d37-d509f9287f30,interested,44340.45556,GIF,tennis,positive,30
4006,8490c29c-177f-4c21-9d37-d509f9287f30,cherish,44328.00278,GIF,tennis,positive,70
4007,8490c29c-177f-4c21-9d37-d509f9287f30,heart,44194.94722,GIF,tennis,positive,60
4008,8490c29c-177f-4c21-9d37-d509f9287f30,worried,44050.90694,GIF,tennis,negative,12
4009,8490c29c-177f-4c21-9d37-d509f9287f30,heart,44082.16736,GIF,tennis,positive,60
4010,8490c29c-177f-4c21-9d37-d509f9287f30,intrigued,44107.60972,GIF,tennis,positive,45
4011,8490c29c-177f-4c21-9d37-d509f9287f30,hate,44226.84792,GIF,tennis,negative,5
4012,8490c29c-177f-4c21-9d37-d509f9287f30,cherish,44240.01944,GIF,tennis,positive,70
4013,8490c29c-177f-4c21-9d37-d509f9287f30,want,44315.41458,GIF,tennis,positive,70
4014,8490c29c-177f-4c21-9d37-d509f9287f30,cherish,44214.78125,GIF,tennis,positive,70
4015,8490c29c-177f-4c21-9d37-d509f9287f30,intrigued,44117.45417,GIF,tennis,positive,45
4016,8490c29c-177f-4c21-9d37-d509f9287f30,dislike,44214.48889,GIF,tennis,negative,10
4017,8490c29c-177f-4c21-9d37-d509f9287f30,indifferent,44199.19236,GIF,tennis,neutral,20
4018,8490c29c-177f-4c21-9d37-d509f9287f30,worried,44112.6375,GIF,tennis,negative,12
4019,8490c29c-177f-4c21-9d37-d509f9287f30,like,44136.70347,GIF,tennis,positive,50
4020,8490c29c-177f-4c21-9d37-d509f9287f30,adore,44052.40347,GIF,tennis,positive,72
4021,8490c29c-177f-4c21-9d37-d509f9287f30,worried,44224.34861,GIF,tennis,negative,12
4022,8490c29c-177f-4c21-9d37-d509f9287f30,dislike,44016.40972,GIF,tennis,negative,10
4023,8490c29c-177f-4c21-9d37-d509f9287f30,interested,44198.90278,GIF,tennis,positive,30
4025,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,peeking,44070.91389,video,science,neutral,35
4026,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,heart,44082.53403,video,science,positive,60
4027,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,44081.61181,video,science,negative,10
4028,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,want,44243.81389,video,science,positive,70
4029,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,44306.46458,video,science,negative,0
4030,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,44064.98958,video,science,negative,10
4031,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,dislike,44132.62222,video,science,negative,10
4032,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,love,44356.08889,video,science,positive,65
4033,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,hate,44078.88194,video,science,negative,5
4034,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,interested,44068.50833,video,science,positive,30
4035,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,indifferent,44166.94236,video,science,neutral,20
4036,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,adore,44356.02847,video,science,positive,72
4038,5651450a-d330-46e6-bac9-c7c7e7defaf2,intrigued,44290.9125,photo,Animals,positive,45
4039,5651450a-d330-46e6-bac9-c7c7e7defaf2,hate,44054.97639,photo,Animals,negative,5
4040,5651450a-d330-46e6-bac9-c7c7e7defaf2,love,44328.52222,photo,Animals,positive,65
4041,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,44359.99028,photo,Animals,positive,60
4042,5651450a-d330-46e6-bac9-c7c7e7defaf2,interested,44270.33472,photo,Animals,positive,30
4043,5651450a-d330-46e6-bac9-c7c7e7defaf2,cherish,44091.60278,photo,Animals,positive,70
4044,5651450a-d330-46e6-bac9-c7c7e7defaf2,scared,44198.05417,photo,Animals,negative,15
4045,5651450a-d330-46e6-bac9-c7c7e7defaf2,like,44197.63819,photo,Animals,positive,50
4046,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,44159.48819,photo,Animals,positive,60
4047,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,44193.69028,photo,Animals,positive,70
4048,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,44150.44931,photo,Animals,positive,70
4049,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,44342.6,photo,Animals,positive,60
4050,5651450a-d330-46e6-bac9-c7c7e7defaf2,hate,44094.72083,photo,Animals,negative,5
4051,5651450a-d330-46e6-bac9-c7c7e7defaf2,cherish,44035.04722,photo,Animals,positive,70
4052,5651450a-d330-46e6-bac9-c7c7e7defaf2,heart,44220.92292,photo,Animals,positive,60
4053,5651450a-d330-46e6-bac9-c7c7e7defaf2,like,44050.05069,photo,Animals,positive,50
4054,5651450a-d330-46e6-bac9-c7c7e7defaf2,dislike,44162.38889,photo,Animals,negative,10
4055,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,44246.38472,photo,Animals,positive,70
4056,5651450a-d330-46e6-bac9-c7c7e7defaf2,intrigued,44079.92708,photo,Animals,positive,45
4057,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,44019.69861,photo,Animals,negative,0
4058,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,44240.01875,photo,Animals,negative,0
4059,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,44289.93194,photo,Animals,negative,0
4060,5651450a-d330-46e6-bac9-c7c7e7defaf2,intrigued,44224.29653,photo,Animals,positive,45
4061,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,44102.39097,photo,Animals,negative,0
4062,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,44252.14444,photo,Animals,neutral,35
4063,5651450a-d330-46e6-bac9-c7c7e7defaf2,like,44206.23889,photo,Animals,positive,50
4064,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,44083.57847,photo,Animals,positive,70
4065,5651450a-d330-46e6-bac9-c7c7e7defaf2,super love,44239.96458,photo,Animals,positive,75
4066,5651450a-d330-46e6-bac9-c7c7e7defaf2,indifferent,44176.64931,photo,Animals,neutral,20
4067,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,44332.43333,photo,Animals,neutral,35
4068,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,44101.28264,photo,Animals,neutral,35
4069,5651450a-d330-46e6-bac9-c7c7e7defaf2,super love,44084.3625,photo,Animals,positive,75
4070,5651450a-d330-46e6-bac9-c7c7e7defaf2,peeking,44335.99097,photo,Animals,neutral,35
4071,5651450a-d330-46e6-bac9-c7c7e7defaf2,adore,44034.30556,photo,Animals,positive,72
4072,5651450a-d330-46e6-bac9-c7c7e7defaf2,scared,44116.60972,photo,Animals,negative,15
4073,5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,44096.6125,photo,Animals,negative,0
4074,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,44239.2125,photo,Animals,positive,70
4075,5651450a-d330-46e6-bac9-c7c7e7defaf2,worried,44182.52639,photo,Animals,negative,12
4076,5651450a-d330-46e6-bac9-c7c7e7defaf2,cherish,44353.90972,photo,Animals,positive,70
4077,5651450a-d330-46e6-bac9-c7c7e7defaf2,want,44277.75,photo,Animals,positive,70
4079,7c2e209e-acea-4246-a32d-636e2f2cc2c1,adore,44077.40903,video,dogs,positive,72
4080,7c2e209e-acea-4246-a32d-636e2f2cc2c1,disgust,44278.40208,video,dogs,negative,0
4081,7c2e209e-acea-4246-a32d-636e2f2cc2c1,like,44084.92569,video,dogs,positive,50
4082,7c2e209e-acea-4246-a32d-636e2f2cc2c1,like,44285.25208,video,dogs,positive,50
4083,7c2e209e-acea-4246-a32d-636e2f2cc2c1,worried,44105.76528,video,dogs,negative,12
4084,7c2e209e-acea-4246-a32d-636e2f2cc2c1,indifferent,44085.11389,video,dogs,neutral,20
4085,7c2e209e-acea-4246-a32d-636e2f2cc2c1,dislike,44085.66111,video,dogs,negative,10
4086,7c2e209e-acea-4246-a32d-636e2f2cc2c1,indifferent,44244.90417,video,dogs,neutral,20
4088,a72552ac-cad2-4707-8bc6-dea84a5ab72b,adore,44009.28333,audio,studying,positive,72
4089,a72552ac-cad2-4707-8bc6-dea84a5ab72b,super love,44070.27222,audio,studying,positive,75
4090,a72552ac-cad2-4707-8bc6-dea84a5ab72b,worried,44182.25556,audio,studying,negative,12
4091,a72552ac-cad2-4707-8bc6-dea84a5ab72b,scared,44232.86597,audio,studying,negative,15
4092,a72552ac-cad2-4707-8bc6-dea84a5ab72b,hate,44135.52778,audio,studying,negative,5
4094,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,scared,44121.94931,photo,veganism,negative,15
4095,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,want,44002.99306,photo,veganism,positive,70
4096,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,like,44337.51806,photo,veganism,positive,50
4097,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,adore,44013.92847,photo,veganism,positive,72
4098,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,indifferent,44196.82014,photo,veganism,neutral,20
4099,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,heart,44344.91736,photo,veganism,positive,60
4100,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,want,44155.53194,photo,veganism,positive,70
4101,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,love,44065.55972,photo,veganism,positive,65
4103,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,44266.61389,video,tennis,negative,12
4104,2eb7feec-26a4-4949-8470-3e66c16536e9,dislike,44355.67361,video,tennis,negative,10
4105,2eb7feec-26a4-4949-8470-3e66c16536e9,disgust,44069.60556,video,tennis,negative,0
4106,2eb7feec-26a4-4949-8470-3e66c16536e9,love,44133.63125,video,tennis,positive,65
4107,2eb7feec-26a4-4949-8470-3e66c16536e9,worried,44164.14653,video,tennis,negative,12
4108,2eb7feec-26a4-4949-8470-3e66c16536e9,super love,44143.07778,video,tennis,positive,75
4109,2eb7feec-26a4-4949-8470-3e66c16536e9,love,44158.13403,video,tennis,positive,65
4110,2eb7feec-26a4-4949-8470-3e66c16536e9,dislike,44009.34444,video,tennis,negative,10
4111,2eb7feec-26a4-4949-8470-3e66c16536e9,indifferent,44348.33403,video,tennis,neutral,20
4112,2eb7feec-26a4-4949-8470-3e66c16536e9,hate,44321.18542,video,tennis,negative,5
4113,2eb7feec-26a4-4949-8470-3e66c16536e9,scared,44146.35139,video,tennis,negative,15
4114,2eb7feec-26a4-4949-8470-3e66c16536e9,like,44050.08472,video,tennis,positive,50
4115,2eb7feec-26a4-4949-8470-3e66c16536e9,indifferent,44364.26458,video,tennis,neutral,20
4116,2eb7feec-26a4-4949-8470-3e66c16536e9,interested,44048.82014,video,tennis,positive,30
4117,2eb7feec-26a4-4949-8470-3e66c16536e9,love,44141.83264,video,tennis,positive,65
4118,2eb7feec-26a4-4949-8470-3e66c16536e9,heart,44110.68958,video,tennis,positive,60
4119,2eb7feec-26a4-4949-8470-3e66c16536e9,hate,44124.04097,video,tennis,negative,5
4121,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,44114.27292,GIF,studying,negative,12
4122,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,44142.60208,GIF,studying,positive,75
4123,0d3d0a35-f806-4536-8733-abf1f92763e2,heart,44280.12778,GIF,studying,positive,60
4124,0d3d0a35-f806-4536-8733-abf1f92763e2,adore,44109.84375,GIF,studying,positive,72
4125,0d3d0a35-f806-4536-8733-abf1f92763e2,scared,44052.02431,GIF,studying,negative,15
4126,0d3d0a35-f806-4536-8733-abf1f92763e2,scared,44046.10208,GIF,studying,negative,15
4127,0d3d0a35-f806-4536-8733-abf1f92763e2,love,44028.66458,GIF,studying,positive,65
4128,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,44194.82014,GIF,studying,negative,12
4129,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,44018.47569,GIF,studying,positive,75
4130,0d3d0a35-f806-4536-8733-abf1f92763e2,like,44080.54236,GIF,studying,positive,50
4131,0d3d0a35-f806-4536-8733-abf1f92763e2,want,44292.46319,GIF,studying,positive,70
4132,0d3d0a35-f806-4536-8733-abf1f92763e2,want,44355.70069,GIF,studying,positive,70
4133,0d3d0a35-f806-4536-8733-abf1f92763e2,indifferent,44358.23611,GIF,studying,neutral,20
4134,0d3d0a35-f806-4536-8733-abf1f92763e2,worried,44179.91667,GIF,studying,negative,12
4135,0d3d0a35-f806-4536-8733-abf1f92763e2,cherish,44120.39028,GIF,studying,positive,70
4136,0d3d0a35-f806-4536-8733-abf1f92763e2,intrigued,44273.75556,GIF,studying,positive,45
4137,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,44048.71528,GIF,studying,positive,75
4138,0d3d0a35-f806-4536-8733-abf1f92763e2,heart,44259.03333,GIF,studying,positive,60
4139,0d3d0a35-f806-4536-8733-abf1f92763e2,scared,44030.3125,GIF,studying,negative,15
4140,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,44163.5375,GIF,studying,positive,75
4141,0d3d0a35-f806-4536-8733-abf1f92763e2,love,44284.46181,GIF,studying,positive,65
4142,0d3d0a35-f806-4536-8733-abf1f92763e2,cherish,44164.16875,GIF,studying,positive,70
4143,0d3d0a35-f806-4536-8733-abf1f92763e2,peeking,44042.22847,GIF,studying,neutral,35
4144,0d3d0a35-f806-4536-8733-abf1f92763e2,hate,44269.83611,GIF,studying,negative,5
4145,0d3d0a35-f806-4536-8733-abf1f92763e2,cherish,44013.25347,GIF,studying,positive,70
4146,0d3d0a35-f806-4536-8733-abf1f92763e2,peeking,44243.22361,GIF,studying,neutral,35
4147,0d3d0a35-f806-4536-8733-abf1f92763e2,super love,44138.52292,GIF,studying,positive,75
4148,0d3d0a35-f806-4536-8733-abf1f92763e2,hate,44039.24514,GIF,studying,negative,5
4150,f783f128-6f66-4ef3-a190-5afc29d17012,intrigued,44027.51458,GIF,tennis,positive,45
4151,f783f128-6f66-4ef3-a190-5afc29d17012,cherish,44280.77222,GIF,tennis,positive,70
4152,f783f128-6f66-4ef3-a190-5afc29d17012,want,44352.22917,GIF,tennis,positive,70
4153,f783f128-6f66-4ef3-a190-5afc29d17012,scared,44102.80278,GIF,tennis,negative,15
4154,f783f128-6f66-4ef3-a190-5afc29d17012,disgust,44318.25208,GIF,tennis,negative,0
4155,f783f128-6f66-4ef3-a190-5afc29d17012,cherish,44269.28264,GIF,tennis,positive,70
4156,f783f128-6f66-4ef3-a190-5afc29d17012,super love,44249.99653,GIF,tennis,positive,75
4157,f783f128-6f66-4ef3-a190-5afc29d17012,heart,44154.16042,GIF,tennis,positive,60
4158,f783f128-6f66-4ef3-a190-5afc29d17012,adore,44142.71806,GIF,tennis,positive,72
4159,f783f128-6f66-4ef3-a190-5afc29d17012,heart,44134.17569,GIF,tennis,positive,60
4160,f783f128-6f66-4ef3-a190-5afc29d17012,adore,44223.05,GIF,tennis,positive,72
4161,f783f128-6f66-4ef3-a190-5afc29d17012,indifferent,44268.24931,GIF,tennis,neutral,20
4162,f783f128-6f66-4ef3-a190-5afc29d17012,worried,44143.16389,GIF,tennis,negative,12
4163,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,44253.77083,GIF,tennis,negative,10
4164,f783f128-6f66-4ef3-a190-5afc29d17012,super love,44175.97153,GIF,tennis,positive,75
4165,f783f128-6f66-4ef3-a190-5afc29d17012,scared,44286.00556,GIF,tennis,negative,15
4166,f783f128-6f66-4ef3-a190-5afc29d17012,love,44125.39583,GIF,tennis,positive,65
4167,f783f128-6f66-4ef3-a190-5afc29d17012,cherish,44314.14583,GIF,tennis,positive,70
4168,f783f128-6f66-4ef3-a190-5afc29d17012,interested,44071.73542,GIF,tennis,positive,30
4169,f783f128-6f66-4ef3-a190-5afc29d17012,intrigued,44190.91319,GIF,tennis,positive,45
4170,f783f128-6f66-4ef3-a190-5afc29d17012,peeking,44296.22222,GIF,tennis,neutral,35
4171,f783f128-6f66-4ef3-a190-5afc29d17012,heart,44037.81458,GIF,tennis,positive,60
4172,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,44009.54097,GIF,tennis,negative,10
4173,f783f128-6f66-4ef3-a190-5afc29d17012,want,44053.58611,GIF,tennis,positive,70
4174,f783f128-6f66-4ef3-a190-5afc29d17012,indifferent,44225.87847,GIF,tennis,neutral,20
4175,f783f128-6f66-4ef3-a190-5afc29d17012,heart,44010.20625,GIF,tennis,positive,60
4176,f783f128-6f66-4ef3-a190-5afc29d17012,like,44023.875,GIF,tennis,positive,50
4177,f783f128-6f66-4ef3-a190-5afc29d17012,dislike,44212.7,GIF,tennis,negative,10
4179,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,interested,44299.30694,video,cooking,positive,30
4180,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,44238.2625,video,cooking,positive,75
4181,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,44018.99097,video,cooking,positive,75
4182,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,scared,44156.66944,video,cooking,negative,15
4183,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,44347.19375,video,cooking,neutral,35
4184,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,44251.76458,video,cooking,negative,0
4185,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,44189.80417,video,cooking,positive,45
4186,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cherish,44341.31389,video,cooking,positive,70
4187,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,44274.05764,video,cooking,positive,50
4188,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,super love,44310.06528,video,cooking,positive,75
4189,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,44037.075,video,cooking,positive,60
4190,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,love,44004.72917,video,cooking,positive,65
4191,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,44335.15139,video,cooking,positive,60
4192,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,44016.24931,video,cooking,negative,0
4193,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,dislike,44193.80347,video,cooking,negative,10
4194,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,44270.13056,video,cooking,positive,50
4195,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,44297.07986,video,cooking,positive,45
4196,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,44147.13611,video,cooking,positive,60
4197,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,like,44186.83611,video,cooking,positive,50
4198,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,intrigued,44355.14514,video,cooking,positive,45
4199,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cherish,44192.57847,video,cooking,positive,70
4200,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,interested,44057.92917,video,cooking,positive,30
4201,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,want,44295.97986,video,cooking,positive,70
4202,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,hate,44028.72014,video,cooking,negative,5
4203,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,44237.18611,video,cooking,neutral,35
4204,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,heart,44306.24792,video,cooking,positive,60
4205,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,scared,44349.91875,video,cooking,negative,15
4206,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,44262.71875,video,cooking,neutral,35
4207,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,peeking,44263.56111,video,cooking,neutral,35
4208,7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,worried,44311.16042,video,cooking,negative,12
4210,6e418568-a2b9-4d08-b241-06362c96a7f1,super love,44118.63681,video,food,positive,75
4211,6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,44229.32708,video,food,negative,0
4212,6e418568-a2b9-4d08-b241-06362c96a7f1,worried,44251.75347,video,food,negative,12
4213,6e418568-a2b9-4d08-b241-06362c96a7f1,peeking,44318.34931,video,food,neutral,35
4214,6e418568-a2b9-4d08-b241-06362c96a7f1,indifferent,44316.87083,video,food,neutral,20
4215,6e418568-a2b9-4d08-b241-06362c96a7f1,indifferent,44259.01944,video,food,neutral,20
4216,6e418568-a2b9-4d08-b241-06362c96a7f1,cherish,44119.5,video,food,positive,70
4217,6e418568-a2b9-4d08-b241-06362c96a7f1,scared,44099.36597,video,food,negative,15
4218,6e418568-a2b9-4d08-b241-06362c96a7f1,intrigued,44200.05903,video,food,positive,45
4219,6e418568-a2b9-4d08-b241-06362c96a7f1,scared,44216.64444,video,food,negative,15
4220,6e418568-a2b9-4d08-b241-06362c96a7f1,scared,44078.7,video,food,negative,15
4221,6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,44302.1625,video,food,negative,0
4222,6e418568-a2b9-4d08-b241-06362c96a7f1,adore,44000.44236,video,food,positive,72
4223,6e418568-a2b9-4d08-b241-06362c96a7f1,hate,44159.47639,video,food,negative,5
4224,6e418568-a2b9-4d08-b241-06362c96a7f1,adore,44225.21528,video,food,positive,72
4225,6e418568-a2b9-4d08-b241-06362c96a7f1,cherish,44242.73611,video,food,positive,70
4226,6e418568-a2b9-4d08-b241-06362c96a7f1,hate,44315.83958,video,food,negative,5
4227,6e418568-a2b9-4d08-b241-06362c96a7f1,hate,44170.12639,video,food,negative,5
4228,6e418568-a2b9-4d08-b241-06362c96a7f1,dislike,44181.09583,video,food,negative,10
4229,6e418568-a2b9-4d08-b241-06362c96a7f1,indifferent,44186.83681,video,food,neutral,20
4230,6e418568-a2b9-4d08-b241-06362c96a7f1,indifferent,44035.21389,video,food,neutral,20
4231,6e418568-a2b9-4d08-b241-06362c96a7f1,love,44245.28958,video,food,positive,65
4232,6e418568-a2b9-4d08-b241-06362c96a7f1,peeking,44163.13958,video,food,neutral,35
4234,93c0f4f6-8c1e-453e-8df0-3015b1e76376,peeking,44021.53333,video,technology,neutral,35
4235,93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,44167.07014,video,technology,negative,0
